date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:24	55061/55061	---MCZ	200	added ('OK')	text/css	etag:W/%225e9aeaaf-d715%22	https://templates.envytheme.com/aronix/default/assets/css/fontawesome.min.css	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/css/fontawesome.min.css	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:24	48846/48846	---MCZ	200	added ('OK')	text/css	etag:W/%225e9aeaaf-bece%22	https://templates.envytheme.com/aronix/default/assets/css/boxicons.min.css	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/css/boxicons.min.css	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:24	187770/187770	---MCZ	200	added ('OK')	text/css	etag:W/%225e9aeab1-2dd7a%22	https://templates.envytheme.com/aronix/default/assets/css/style.css	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/css/style.css	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:24	56653/56653	---MCZ	200	added ('OK')	text/css	etag:W/%225e9aeab0-dd4d%22	https://templates.envytheme.com/aronix/default/assets/css/responsive.css	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/css/responsive.css	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:24	1880/1880	---M--	200	added ('OK')	image/png	etag:%225e9aeac1-758%22	https://templates.envytheme.com/aronix/default/assets/img/favicon.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/favicon.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:24	81100/81100	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa0-13ccc%22	https://templates.envytheme.com/aronix/default/index.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/index.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:25	1940/1940	---M--	200	added ('OK')	image/png	etag:%225e9aeac3-794%22	https://templates.envytheme.com/aronix/default/assets/img/logo.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/logo.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:25	82215/82215	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9e-14127%22	https://templates.envytheme.com/aronix/default/index-2.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/index-2.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:25	83391/83391	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9e-145bf%22	https://templates.envytheme.com/aronix/default/index-3.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/index-3.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:25	81595/81595	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9f-13ebb%22	https://templates.envytheme.com/aronix/default/index-5.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/index-5.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:26	101968/101968	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9f-18e50%22	https://templates.envytheme.com/aronix/default/index-6.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/index-6.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:26	75613/75613	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9f-1275d%22	https://templates.envytheme.com/aronix/default/index-7.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/index-7.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:26	85951/85951	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9f-14fbf%22	https://templates.envytheme.com/aronix/default/index-8.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/index-8.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:26	66294/66294	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa1-102f6%22	https://templates.envytheme.com/aronix/default/index-9.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/index-9.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:27	49496/49496	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9b-c158%22	https://templates.envytheme.com/aronix/default/about.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/about.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:27	51220/51220	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9b-c814%22	https://templates.envytheme.com/aronix/default/about2.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/about2.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:27	41912/41912	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa3-a3b8%22	https://templates.envytheme.com/aronix/default/team.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/team.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:27	37125/37125	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa3-9105%22	https://templates.envytheme.com/aronix/default/team2.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/team2.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:27	49626/49626	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9d-c1da%22	https://templates.envytheme.com/aronix/default/features.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/features.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:28	32619/32619	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa1-7f6b%22	https://templates.envytheme.com/aronix/default/pricing.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/pricing.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:28	31494/31494	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa1-7b06%22	https://templates.envytheme.com/aronix/default/partner.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/partner.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:28	29400/29400	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa0-72d8%22	https://templates.envytheme.com/aronix/default/login.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/login.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:28	29292/29292	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa2-726c%22	https://templates.envytheme.com/aronix/default/signup.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/signup.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:29	41895/41895	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9d-a3a7%22	https://templates.envytheme.com/aronix/default/faq.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/faq.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:29	7049/7049	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9d-1b89%22	https://templates.envytheme.com/aronix/default/error-404.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/error-404.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:29	35849/35849	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa2-8c09%22	https://templates.envytheme.com/aronix/default/services.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/services.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:29	42790/42790	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa2-a726%22	https://templates.envytheme.com/aronix/default/services2.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/services2.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:30	34875/34875	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa2-883b%22	https://templates.envytheme.com/aronix/default/services3.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/services3.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:30	31909/31909	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa3-7ca5%22	https://templates.envytheme.com/aronix/default/single-services.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/single-services.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:30	32658/32658	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa1-7f92%22	https://templates.envytheme.com/aronix/default/projects.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/projects.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:30	39137/39137	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa1-98e1%22	https://templates.envytheme.com/aronix/default/projects2.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/projects2.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:31	39027/39027	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa1-9873%22	https://templates.envytheme.com/aronix/default/projects3.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/projects3.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:31	39025/39025	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa1-9871%22	https://templates.envytheme.com/aronix/default/projects4.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/projects4.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:31	32084/32084	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa3-7d54%22	https://templates.envytheme.com/aronix/default/single-projects.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/single-projects.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:31	38801/38801	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa2-9791%22	https://templates.envytheme.com/aronix/default/shop.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/shop.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:32	49049/49049	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa3-bf99%22	https://templates.envytheme.com/aronix/default/single-product.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/single-product.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:32	37454/37454	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9c-924e%22	https://templates.envytheme.com/aronix/default/cart.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/cart.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:32	41122/41122	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9c-a0a2%22	https://templates.envytheme.com/aronix/default/checkout.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/checkout.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:32	39109/39109	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9c-98c5%22	https://templates.envytheme.com/aronix/default/blog-1.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/blog-1.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:32	48352/48352	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9c-bce0%22	https://templates.envytheme.com/aronix/default/blog-2.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/blog-2.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:33	55927/55927	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aeaa2-da77%22	https://templates.envytheme.com/aronix/default/single-blog.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/single-blog.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:33	33526/33526	---MCZ	200	added ('OK')	text/html	etag:W/%225e9aea9d-82f6%22	https://templates.envytheme.com/aronix/default/contact.html	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/contact.html	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:33	159005/159005	---M--	200	added ('OK')	image/jpeg	etag:%225e9aeaeb-26d1d%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/1.jpg	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/blog-image/1.jpg	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:34	153092/153092	---M--	200	added ('OK')	image/jpeg	etag:%225e9aeaed-25604%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/2.jpg	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/blog-image/2.jpg	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:34	139805/139805	---M--	200	added ('OK')	image/jpeg	etag:%225e9aeaed-2221d%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/3.jpg	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/blog-image/3.jpg	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:34	128305/128305	---M--	200	added ('OK')	image/jpeg	etag:%225e9aeaed-1f531%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/4.jpg	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/blog-image/4.jpg	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:35	169944/169944	---M--	200	added ('OK')	image/jpeg	etag:%225e9aeaed-297d8%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/5.jpg	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/blog-image/5.jpg	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:35	130465/130465	---M--	200	added ('OK')	image/jpeg	etag:%225e9aeaed-1fda1%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/6.jpg	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/blog-image/6.jpg	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:35	170641/170641	---M--	200	added ('OK')	image/jpeg	etag:%225e9aeaef-29a91%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/7.jpg	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/blog-image/7.jpg	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:35	5413/5413	---M--	200	added ('OK')	image/png	etag:%225e9aeae6-1525%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/code.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/code.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:35	38022/38022	---M--	200	added ('OK')	image/png	etag:%225e9aeae9-9486%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/man.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/man.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:36	121418/121418	---M--	200	added ('OK')	image/jpeg	etag:%225e9aeaef-1da4a%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/8.jpg	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/blog-image/8.jpg	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:36	17642/17642	---M--	200	added ('OK')	image/png	etag:%225e9aeae6-44ea%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/carpet.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/carpet.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:36	5980/5980	---M--	200	added ('OK')	image/png	etag:%225e9aeae6-175c%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/bin.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/bin.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:36	5915/5915	---M--	200	added ('OK')	image/png	etag:%225e9aeae6-171b%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/book.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/book.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:36	16255/16255	---M--	200	added ('OK')	image/png	etag:%225e9aeae7-3f7f%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/desktop.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/desktop.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:37	2412/2412	---M--	200	added ('OK')	image/png	etag:%225e9aeae7-96c%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/dot.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/dot.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:37	15261/15261	---M--	200	added ('OK')	image/png	etag:%225e9aeae7-3b9d%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/flower-top-big.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/flower-top-big.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:37	5110/5110	---M--	200	added ('OK')	image/png	etag:%225e9aeae7-13f6%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/flower-top.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/flower-top.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:37	8572/8572	---M--	200	added ('OK')	image/png	etag:%225e9aeae7-217c%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/keyboard.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/keyboard.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:38	3206/3206	---M--	200	added ('OK')	image/png	etag:%225e9aeae9-c86%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/pen.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/pen.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:38	13332/13332	---M--	200	added ('OK')	image/png	etag:%225e9aeae9-3414%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/table.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/table.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:38	3682/3682	---M--	200	added ('OK')	image/png	etag:%225e9aeae9-e62%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/tea-cup.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/tea-cup.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:38	3495/3495	---M--	200	added ('OK')	image/png	etag:%225e9aeae7-da7%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/headphone.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/headphone.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:39	56328/56328	---M--	200	added ('OK')	image/png	etag:%225e9aeb0f-dc08%22	https://templates.envytheme.com/aronix/default/assets/img/shape/1.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/shape/1.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:39	382/382	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e9aeb10-17e%22	https://templates.envytheme.com/aronix/default/assets/img/shape/2.svg	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/shape/2.svg	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:39	137381/137381	---M--	200	added ('OK')	image/png	etag:%225e9aeae8-218a5%22	https://templates.envytheme.com/aronix/default/assets/img/banner-image/main-pic.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/banner-image/main-pic.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:39	401/401	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e9aeb11-191%22	https://templates.envytheme.com/aronix/default/assets/img/shape/3.svg	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/shape/3.svg	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:39	1235/1235	---M--	200	added ('OK')	image/png	etag:%225e9aeb11-4d3%22	https://templates.envytheme.com/aronix/default/assets/img/shape/4.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/shape/4.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:40	1280/1280	---M--	200	added ('OK')	image/png	etag:%225e9aeb11-500%22	https://templates.envytheme.com/aronix/default/assets/img/shape/5.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/shape/5.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:40	2833/2833	---M--	200	added ('OK')	image/png	etag:%225e9aeb11-b11%22	https://templates.envytheme.com/aronix/default/assets/img/shape/6.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/shape/6.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:40	5805/5805	---M--	200	added ('OK')	image/png	etag:%225e9aeb11-16ad%22	https://templates.envytheme.com/aronix/default/assets/img/shape/7.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/shape/7.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:40	2346/2346	---M--	200	added ('OK')	image/png	etag:%225e9aeb11-92a%22	https://templates.envytheme.com/aronix/default/assets/img/shape/8.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/shape/8.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:41	2004/2004	---M--	200	added ('OK')	image/png	etag:%225e9aeb12-7d4%22	https://templates.envytheme.com/aronix/default/assets/img/shape/9.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/shape/9.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:41	1126/1126	---M--	200	added ('OK')	image/png	etag:%225e9aeb0f-466%22	https://templates.envytheme.com/aronix/default/assets/img/shape/10.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/shape/10.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:41	17591/17591	---M--	200	added ('OK')	image/png	etag:%225e9aeafe-44b7%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/1.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/partner-image/1.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:41	13554/13554	---M--	200	added ('OK')	image/png	etag:%225e9aeaff-34f2%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/2.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/partner-image/2.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
11:25:41	11347/11347	---M--	200	added ('OK')	image/png	etag:%225e9aeaff-2c53%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/3.png	C:/Users/Khasim%20Ali/Desktop/aronix/templates.envytheme.com/aronix/default/assets/img/partner-image/3.png	(from https://templates.envytheme.com/aronix/default/index-4.html)
